keys_1,keys_2,keys_3,keys_4,keys_5,keys_6,name,fitness,row_switch_ratio,row_switch_imbalance,hand_switch_ratio,hands_imbalance,effort,efforts_imbalance,roll_imbalance,mean_streak,streak_imbalance,left_streak,right_streak,left_column_effort_ratio,right_column_effort_ratio,left_column_press_ratio,right_column_press_ratio,column_balance,top_row_effort_ratio,home_row_effort_ratio,bottom_row_effort_ratio,row_balance,left_effort_ratio,right_effort_ratio,left_count_ratio,right_count_ratio,left_effort,right_effort,left_count,right_count,hand_switches,left_row_switch_cost,right_row_switch_cost,left_rolls,right_rolls
ybufq,daenl,_xwck,zmrp_,hotis,jgv__,sitohlnead,1160.781888,16.64%,←001.19%,39.93%,←000.66%,56529773958.13,→000.60%,→001.07%,1.67,→001.15%,1.66,1.68,08.20% │ 09.84% │ 12.20% │ 11.98% │ 07.62%,07.50% │ 12.32% │ 12.52% │ 10.01% │ 07.80%,05.53% │ 10.08% │ 16.44% │ 13.00% │ 05.11%,05.04% │ 12.22% │ 16.40% │ 09.73% │ 06.45%,←005.12% │ →001.64% │ →002.58% │ →002.73% │ ←001.61%,24.10%,64.07%,11.83%,→013.59% │ →005.72% │ ←078.67%,49.85%,50.15%,50.16%,49.84%,28179329814.73,28350444143.40,8664895414,8608115039,6897205071,1445288436,1428253926,3436781821,3473912763
bfowg,dnrel,xk___,qucjz,sitah,_pmyv,hatislernd,1159.974084,17.68%,→000.67%,37.45%,←000.50%,59282131669.29,→000.65%,→000.44%,1.74,→000.69%,1.73,1.74,07.58% │ 09.73% │ 11.48% │ 11.98% │ 09.07%,08.75% │ 12.48% │ 11.34% │ 09.83% │ 07.75%,05.63% │ 10.42% │ 14.09% │ 13.66% │ 06.32%,06.55% │ 12.51% │ 14.73% │ 10.20% │ 05.89%,→002.29% │ →001.02% │ ←001.21% │ →004.06% │ ←003.65%,25.86%,63.14%,11.00%,←143.58% │ →008.22% │ →086.72%,49.84%,50.16%,50.13%,49.87%,29544247863.73,29737883805.56,8658105055,8614905398,6468204505,1521882420,1532145235,3661718100,3677977050
bfowg,dnrel,xk___,juczq,sitah,_pmyv,hatislernd,1159.842406,17.68%,→000.67%,37.45%,←000.50%,59299537810.00,→000.71%,→000.44%,1.74,→000.69%,1.73,1.74,07.57% │ 09.73% │ 11.48% │ 11.97% │ 09.07%,08.93% │ 12.50% │ 11.34% │ 09.73% │ 07.67%,05.63% │ 10.42% │ 14.09% │ 13.66% │ 06.32%,06.68% │ 12.51% │ 14.73% │ 10.10% │ 05.86%,→001.29% │ →000.01% │ ←001.21% │ →004.23% │ ←001.52%,25.89%,63.11%,11.00%,←142.13% │ →008.18% │ →086.72%,49.82%,50.18%,50.13%,49.87%,29544247863.73,29755289946.27,8658105055,8614905398,6468204505,1521882420,1532145235,3661718100,3677977050
ybufq,daenl,_xwck,jgrp_,hotis,zmv__,sitohlnead,1158.820571,16.79%,→000.69%,39.93%,←000.66%,56473373589.59,→000.41%,→001.07%,1.67,→001.15%,1.66,1.68,08.21% │ 09.85% │ 12.21% │ 12.00% │ 07.63%,07.49% │ 12.28% │ 12.44% │ 10.08% │ 07.80%,05.53% │ 10.08% │ 16.44% │ 13.00% │ 05.11%,05.04% │ 12.22% │ 16.40% │ 09.73% │ 06.45%,←005.19% │ →002.29% │ →001.82% │ →002.33% │ ←001.81%,23.36%,64.07%,12.57%,→008.19% │ →005.53% │ ←052.61%,49.90%,50.10%,50.16%,49.84%,28179329814.73,28294043774.86,8664895414,8608115039,6897205071,1445288436,1455260604,3436781821,3473912763
qmuxv,rhetc,_bzly,wfopj,dians,kg___,rhetcdians,1158.608997,16.78%,→001.05%,37.66%,→000.91%,58540758942.64,←001.40%,←001.81%,1.73,←002.00%,1.75,1.72,07.99% │ 09.31% │ 12.37% │ 11.81% │ 08.87%,08.96% │ 11.55% │ 11.93% │ 09.23% │ 07.98%,06.63% │ 08.90% │ 14.88% │ 13.25% │ 06.11%,06.26% │ 11.82% │ 15.83% │ 09.64% │ 06.68%,←000.16% │ ←000.79% │ ←003.66% │ ←002.25% │ →001.00%,23.99%,62.05%,13.97%,→046.78% │ ←004.53% │ ←181.37%,50.35%,49.65%,49.77%,50.23%,29473358501.58,29067400441.06,8597016957,8675993496,6505591064,1441549167,1456907940,3683846364,3618462227
byufq,daenl,_xwck,zprm_,hitos,jgv__,sotihlnead,1158.355139,16.64%,←001.19%,39.93%,←000.66%,56668984548.56,←000.81%,→001.07%,1.67,→001.15%,1.66,1.68,07.64% │ 10.46% │ 12.51% │ 11.94% │ 07.66%,07.49% │ 11.71% │ 12.38% │ 10.54% │ 07.68%,05.44% │ 10.17% │ 16.44% │ 13.00% │ 05.11%,05.04% │ 11.78% │ 16.40% │ 10.16% │ 06.45%,→000.55% │ →000.81% │ ←001.06% │ ←002.01% │ ←002.15%,24.32%,63.84%,11.84%,→013.51% │ →003.45% │ ←076.78%,50.20%,49.80%,50.16%,49.84%,28448158970.30,28220825578.26,8664895414,8608115039,6897205071,1445288436,1428253926,3436781821,3473912763
byufq,daenl,_xwck,jprm_,hitos,zgv__,sotihlnead,1158.304716,16.64%,←001.20%,39.93%,←000.66%,56667570028.79,←000.81%,→001.07%,1.67,→001.15%,1.66,1.68,07.64% │ 10.46% │ 12.51% │ 11.94% │ 07.66%,07.49% │ 11.71% │ 12.38% │ 10.55% │ 07.68%,05.44% │ 10.17% │ 16.44% │ 13.00% │ 05.11%,05.04% │ 11.78% │ 16.40% │ 10.16% │ 06.45%,→000.55% │ →000.86% │ ←001.07% │ ←002.01% │ ←002.26%,24.44%,63.85%,11.71%,→014.30% │ →003.47% │ ←082.30%,50.20%,49.80%,50.16%,49.84%,28448158970.30,28219411058.49,8664895414,8608115039,6897205071,1445288436,1428154610,3436781821,3473912763
bfowg,dnrel,xk___,zycjq,satih,_umpv,hitaslernd,1158.232714,17.73%,→001.25%,37.45%,←000.50%,59289857639.51,→000.68%,→000.44%,1.74,→000.69%,1.73,1.74,07.57% │ 09.73% │ 11.48% │ 11.98% │ 09.07%,08.84% │ 12.53% │ 11.19% │ 09.90% │ 07.70%,05.63% │ 10.42% │ 14.09% │ 13.66% │ 06.32%,06.58% │ 12.75% │ 14.73% │ 09.96% │ 05.86%,→001.65% │ →001.75% │ ←002.55% │ →004.40% │ ←002.56%,24.47%,63.12%,12.41%,←198.23% │ →008.19% │ →088.40%,49.83%,50.17%,50.13%,49.87%,29544247863.73,29745609775.78,8658105055,8614905398,6468204505,1521882420,1541201819,3661718100,3677977050
ygfm_,doenr,__kcx,buljz,hatis,_vpwq,doenrhatis,1157.838021,17.91%,←001.08%,36.61%,←000.73%,59082527311.58,→001.86%,→001.07%,1.76,→001.37%,1.75,1.78,07.55% │ 09.46% │ 11.10% │ 12.21% │ 09.21%,09.18% │ 12.32% │ 11.54% │ 09.39% │ 08.04%,05.53% │ 09.61% │ 14.90% │ 13.42% │ 06.72%,06.30% │ 12.13% │ 15.21% │ 09.51% │ 06.68%,→006.13% │ ←000.67% │ →003.85% │ →000.84% │ ←000.41%,22.40%,66.38%,11.23%,→000.84% │ ←000.37% │ →015.85%,49.53%,50.47%,50.18%,49.82%,29263731385.75,29818795925.83,8668044248,8604966205,6324309338,1554804929,1538136146,3721676105,3761914212
_ywmf,roend,_xvcq,buljz,hatis,_kgp_,roendhatis,1157.708557,17.52%,←001.43%,37.29%,←001.02%,58827353363.71,→001.17%,→000.95%,1.74,→001.45%,1.73,1.76,07.89% │ 09.51% │ 11.14% │ 12.05% │ 09.11%,09.17% │ 11.79% │ 11.47% │ 09.92% │ 07.94%,06.53% │ 09.46% │ 14.74% │ 13.42% │ 06.11%,06.30% │ 11.80% │ 15.11% │ 09.96% │ 06.58%,→000.65% │ →004.10% │ →002.90% │ ←002.25% │ →000.70%,21.99%,66.20%,11.81%,→005.58% │ ←002.01% │ →009.92%,49.71%,50.29%,50.25%,49.75%,29240228177.48,29587125186.23,8680232441,8592778012,6441001071,1524052914,1502602723,3665939213,3700959371
yfmg_,doenr,__kcx,buljz,hitas,_vpwq,doenrhitas,1157.639210,17.91%,←001.08%,36.61%,←000.73%,59253496602.58,→000.70%,→001.07%,1.76,→001.37%,1.75,1.78,07.53% │ 09.88% │ 11.43% │ 11.76% │ 09.22%,09.13% │ 11.40% │ 11.69% │ 09.95% │ 08.00%,05.53% │ 09.75% │ 15.32% │ 12.87% │ 06.72%,06.30% │ 11.44% │ 15.21% │ 10.19% │ 06.68%,→005.92% │ →000.70% │ →002.16% │ ←003.13% │ ←000.98%,22.70%,66.07%,11.23%,←001.30% │ ←001.55% │ →016.41%,49.83%,50.17%,50.18%,49.82%,29523304695.87,29730191906.71,8668044248,8604966205,6324309338,1554804929,1538136146,3721676105,3761914212
_ywmf,roend,_xvcq,bulzj,hatis,_kgp_,roendhatis,1157.300601,17.52%,←001.43%,37.29%,←001.02%,58881486326.27,→001.35%,→000.95%,1.74,→001.45%,1.73,1.76,07.89% │ 09.51% │ 11.12% │ 12.04% │ 09.10%,09.17% │ 11.83% │ 11.46% │ 09.82% │ 08.07%,06.53% │ 09.46% │ 14.74% │ 13.42% │ 06.11%,06.30% │ 11.80% │ 15.11% │ 09.86% │ 06.68%,→002.27% │ →003.23% │ →002.89% │ ←001.81% │ →000.68%,22.05%,66.15%,11.80%,→006.25% │ ←001.97% │ →009.92%,49.66%,50.34%,50.25%,49.75%,29240228177.48,29641258148.79,8680232441,8592778012,6441001071,1524052914,1502602723,3665939213,3700959371
_ywmf,roend,_xvcq,buljz,hatis,_kpg_,roendhatis,1157.002040,17.52%,←001.43%,37.29%,←001.02%,58828619252.67,→001.18%,→000.95%,1.74,→001.45%,1.73,1.76,07.89% │ 09.51% │ 11.13% │ 12.05% │ 09.11%,09.18% │ 11.77% │ 11.66% │ 09.74% │ 07.94%,06.53% │ 09.46% │ 14.74% │ 13.42% │ 06.11%,06.30% │ 11.80% │ 15.21% │ 09.87% │ 06.58%,→000.65% │ →002.35% │ →004.47% │ ←002.37% │ →000.74%,22.01%,66.20%,11.79%,→005.74% │ ←001.99% │ →009.57%,49.70%,50.30%,50.25%,49.75%,29240228177.48,29588391075.19,8680232441,8592778012,6441001071,1524052914,1502602723,3665939213,3700959371
qmuxv,rhetc,_bzly,wpofj,dians,kg___,rhetcdians,1156.986488,16.78%,→001.05%,37.66%,→000.91%,58638932642.44,←001.06%,←001.81%,1.73,←002.00%,1.75,1.72,07.98% │ 09.29% │ 12.35% │ 11.79% │ 08.86%,08.95% │ 11.55% │ 11.93% │ 09.35% │ 07.96%,06.63% │ 08.90% │ 14.88% │ 13.25% │ 06.11%,06.26% │ 11.78% │ 15.83% │ 09.68% │ 06.68%,←000.22% │ →000.60% │ ←003.47% │ ←002.07% │ →001.00%,24.17%,61.89%,13.94%,→047.52% │ ←004.71% │ ←181.37%,50.26%,49.74%,49.77%,50.23%,29473358501.58,29165574140.86,8597016957,8675993496,6505591064,1441549167,1456907940,3683846364,3618462227
ymfg_,doenr,__kcx,buljz,hitas,_vpwq,doenrhitas,1156.775371,17.91%,←001.08%,36.61%,←000.73%,59214217270.59,→000.83%,→001.07%,1.76,→001.37%,1.75,1.78,07.54% │ 10.23% │ 11.05% │ 11.77% │ 09.20%,09.14% │ 11.41% │ 11.69% │ 09.96% │ 08.01%,05.53% │ 10.16% │ 14.90% │ 12.87% │ 06.72%,06.30% │ 11.44% │ 15.21% │ 10.19% │ 06.68%,→005.87% │ ←002.72% │ →005.47% │ ←003.15% │ ←000.70%,22.73%,66.04%,11.24%,←001.43% │ ←001.30% │ →016.38%,49.79%,50.21%,50.18%,49.82%,29484025363.88,29730191906.71,8668044248,8604966205,6324309338,1554804929,1538136146,3721676105,3761914212
bfowg,drnel,xk___,zycjq,staih,_mupv,hiatslenrd,1156.086870,17.73%,→001.25%,37.45%,←000.50%,59435849791.43,→000.16%,→000.44%,1.74,→000.69%,1.73,1.74,07.51% │ 09.44% │ 11.65% │ 12.40% │ 08.96%,08.74% │ 12.00% │ 12.05% │ 09.82% │ 07.44%,05.63% │ 09.46% │ 15.05% │ 13.66% │ 06.32%,06.58% │ 13.10% │ 14.38% │ 09.96% │ 05.86%,←000.95% │ →003.82% │ →003.27% │ ←003.32% │ ←002.51%,24.41%,63.33%,12.26%,←191.13% │ →007.14% │ →088.18%,49.96%,50.04%,50.13%,49.87%,29693882364.87,29741967426.56,8658105055,8614905398,6468204505,1521882420,1541201819,3661718100,3677977050
bfowg,drnel,xk___,qycjz,staih,_mupv,hiatslenrd,1155.930294,17.73%,→001.25%,37.45%,←000.50%,59435884684.52,→000.16%,→000.44%,1.74,→000.69%,1.73,1.74,07.51% │ 09.44% │ 11.65% │ 12.40% │ 08.96%,08.67% │ 12.00% │ 12.03% │ 09.82% │ 07.52%,05.63% │ 09.46% │ 15.05% │ 13.66% │ 06.32%,06.55% │ 13.10% │ 14.38% │ 09.96% │ 05.89%,→000.13% │ →003.88% │ →003.14% │ ←003.33% │ ←003.32%,24.42%,63.35%,12.23%,←190.66% │ →007.19% │ →088.15%,49.96%,50.04%,50.13%,49.87%,29693882364.87,29742002319.65,8658105055,8614905398,6468204505,1521882420,1541201819,3661718100,3677977050
qmuxv,rhetc,_bzly,wfopj,dains,kg___,rhetcdains,1155.710652,16.78%,→001.05%,37.66%,→000.91%,58761745979.02,←000.63%,←001.81%,1.73,←002.00%,1.75,1.72,07.96% │ 09.27% │ 12.32% │ 11.76% │ 08.84%,08.96% │ 11.62% │ 12.11% │ 09.19% │ 07.96%,06.63% │ 08.90% │ 14.88% │ 13.25% │ 06.11%,06.26% │ 12.51% │ 15.15% │ 09.64% │ 06.68%,←000.02% │ ←000.88% │ ←001.72% │ ←001.26% │ →001.38%,24.03%,62.05%,13.91%,→047.24% │ ←003.71% │ ←181.47%,50.16%,49.84%,49.77%,50.23%,29473358501.58,29288387477.44,8597016957,8675993496,6505591064,1441549167,1456907940,3683846364,3618462227
zmuqv,rhetc,_bxly,wfopj,dians,kg___,rhetcdians,1155.485049,16.79%,→000.93%,37.66%,→000.91%,58519731982.80,←001.32%,←001.81%,1.73,←002.00%,1.75,1.72,08.03% │ 09.31% │ 12.43% │ 11.67% │ 08.88%,08.97% │ 11.55% │ 11.93% │ 09.24% │ 07.98%,06.66% │ 08.90% │ 14.94% │ 13.16% │ 06.11%,06.26% │ 11.82% │ 15.83% │ 09.64% │ 06.68%,←000.67% │ ←000.82% │ ←004.18% │ ←001.03% │ →001.00%,23.84%,62.08%,14.08%,→047.79% │ ←004.58% │ ←184.32%,50.33%,49.67%,49.77%,50.23%,29452331541.74,29067400441.06,8597016957,8675993496,6505591064,1443358499,1456907940,3683846364,3618462227
bfowg,drnel,xk___,jyczq,staih,_mupv,hiatslenrd,1155.438312,17.73%,→001.25%,37.45%,←000.50%,59462885237.97,→000.25%,→000.44%,1.74,→000.69%,1.73,1.74,07.51% │ 09.44% │ 11.65% │ 12.39% │ 08.96%,08.85% │ 11.99% │ 12.05% │ 09.73% │ 07.43%,05.63% │ 09.46% │ 15.05% │ 13.66% │ 06.32%,06.68% │ 13.10% │ 14.38% │ 09.86% │ 05.86%,←000.96% │ →003.05% │ →003.36% │ ←003.34% │ ←001.18%,24.44%,63.31%,12.26%,←189.47% │ →007.15% │ →088.19%,49.94%,50.06%,50.13%,49.87%,29693882364.87,29769002873.10,8658105055,8614905398,6468204505,1521882420,1541201819,3661718100,3677977050
bfowg,dnrel,jk___,zycxq,staih,_mupv,hiatslernd,1155.007876,17.75%,→000.70%,37.45%,←000.66%,59329651311.97,→000.32%,→000.68%,1.74,→000.98%,1.73,1.75,07.60% │ 09.72% │ 11.55% │ 11.99% │ 09.06%,08.76% │ 12.03% │ 11.98% │ 09.86% │ 07.45%,05.67% │ 10.42% │ 14.09% │ 13.66% │ 06.32%,06.58% │ 13.10% │ 14.38% │ 09.93% │ 05.86%,←001.93% │ →001.37% │ →003.59% │ →000.37% │ ←003.52%,24.61%,63.11%,12.27%,←195.33% │ →008.14% │ →087.98%,49.92%,50.08%,50.16%,49.84%,29617855286.12,29711796025.85,8664746630,8608263823,6469043322,1527811863,1538627457,3656914023,3681942310
yfmg_,doenr,__kcx,buljz,hatis,_vwpq,doenrhatis,1154.784108,17.91%,←001.08%,36.61%,←000.73%,59298447435.29,→000.85%,→001.07%,1.76,→001.37%,1.75,1.78,07.52% │ 09.87% │ 11.43% │ 11.75% │ 09.22%,09.14% │ 12.26% │ 10.73% │ 10.07% │ 08.02%,05.53% │ 09.75% │ 15.32% │ 12.87% │ 06.72%,06.30% │ 12.13% │ 14.75% │ 09.96% │ 06.68%,→006.17% │ →001.95% │ ←006.48% │ →004.15% │ ←000.86%,22.59%,66.19%,11.22%,←002.09% │ ←001.04% │ →016.38%,49.79%,50.21%,50.18%,49.82%,29523304695.87,29775142739.42,8668044248,8604966205,6324309338,1554804929,1538136146,3721676105,3761914212
bfowg,dnrel,jk___,qycxz,staih,_mupv,hiatslernd,1154.623450,17.75%,→000.70%,37.45%,←000.66%,59329683687.34,→000.32%,→000.68%,1.74,→000.98%,1.73,1.75,07.60% │ 09.72% │ 11.55% │ 11.99% │ 09.06%,08.69% │ 12.03% │ 11.96% │ 09.86% │ 07.53%,05.67% │ 10.42% │ 14.09% │ 13.66% │ 06.32%,06.55% │ 13.10% │ 14.38% │ 09.93% │ 05.89%,←000.84% │ →001.43% │ →003.46% │ →000.36% │ ←004.33%,24.62%,63.13%,12.25%,←194.86% │ →008.19% │ →087.95%,49.92%,50.08%,50.16%,49.84%,29617855286.12,29711828401.22,8664746630,8608263823,6469043322,1527811863,1538627457,3656914023,3681942310
qmuxv,rhetc,_bzly,wfopj,dinas,kg___,rhetcdinas,1154.464070,16.78%,→001.05%,37.66%,→000.91%,58946157634.45,←000.00%,←001.81%,1.73,←002.00%,1.75,1.72,07.93% │ 09.24% │ 12.28% │ 11.73% │ 08.81%,08.87% │ 11.33% │ 12.23% │ 09.62% │ 07.94%,06.63% │ 08.90% │ 14.88% │ 13.25% │ 06.11%,06.26% │ 11.82% │ 15.05% │ 10.42% │ 06.68%,→000.11% │ →003.94% │ ←000.44% │ ←003.51% │ →000.70%,23.89%,62.35%,13.76%,→047.01% │ ←002.06% │ ←190.24%,50.00%,50.00%,49.77%,50.23%,29473358501.58,29472799132.87,8597016957,8675993496,6505591064,1441549167,1456907940,3683846364,3618462227
bfowg,dnrel,xk___,zycjq,staih,_mupv,hiatslernd,1154.447942,17.73%,→001.25%,37.45%,←000.50%,59286215290.29,→000.66%,→000.44%,1.74,→000.69%,1.73,1.74,07.57% │ 09.73% │ 11.48% │ 11.98% │ 09.07%,08.76% │ 12.03% │ 12.08% │ 09.84% │ 07.46%,05.63% │ 10.42% │ 14.09% │ 13.66% │ 06.32%,06.58% │ 13.10% │ 14.38% │ 09.96% │ 05.86%,←001.58% │ →001.12% │ →004.96% │ →000.42% │ ←003.52%,24.59%,63.14%,12.28%,←192.91% │ →008.22% │ →088.26%,49.83%,50.17%,50.13%,49.87%,29544247863.73,29741967426.56,8658105055,8614905398,6468204505,1521882420,1541201819,3661718100,3677977050
